Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,3196.000000,3245.000000,3196.000000,3246.000000,3246.000000,0
2019-01-02,3202.800049,3262.000000,3202.800049,3245.000000,3245.000000,0
2019-01-03,3230.399902,3246.000000,3194.399902,3235.000000,3235.000000,0
2019-01-04,3177.000000,3244.000000,3177.000000,3243.000000,3243.000000,0
2019-01-07,3201.399902,3201.399902,3149.399902,3191.000000,3191.000000,0
2019-01-08,3142.000000,3190.000000,3138.199951,3179.000000,3179.000000,0
2019-01-09,3140.500000,3162.000000,3108.600098,3160.300049,3160.300049,0
2019-01-10,3080.699951,3143.300049,3080.699951,3132.500000,3132.500000,0
2019-01-11,3097.399902,3160.899902,3094.000000,3135.000000,3135.000000,0
2019-01-14,3112.899902,3148.000000,3095.500000,3145.199951,3145.199951,0
2019-01-15,3093.800049,3141.600098,3093.800049,3137.000000,3137.000000,0
2019-01-16,3101.399902,3140.800049,3096.699951,3130.000000,3130.000000,0
2019-01-17,3091.899902,3145.399902,3073.100098,3115.000000,3115.000000,0
2019-01-18,3075.300049,3130.300049,3075.300049,3130.000000,3130.000000,0
2019-01-21,3096.399902,3128.800049,3081.600098,3121.000000,3121.000000,0
2019-01-22,3080.100098,3134.600098,3080.100098,3124.300049,3124.300049,0
2019-01-23,3081.000000,3148.100098,3081.000000,3134.600098,3134.600098,0
2019-01-24,3095.899902,3159.600098,3095.899902,3149.000000,3149.000000,0
2019-01-25,3117.600098,3169.500000,3117.600098,3169.000000,3169.000000,0
2019-01-28,3108.899902,3172.000000,3107.500000,3112.100098,3112.100098,0
2019-01-29,3102.800049,3159.500000,3102.800049,3155.000000,3155.000000,0
2019-01-30,3114.600098,3162.300049,3109.800049,3159.500000,3159.500000,0
2019-01-31,3096.100098,3162.300049,3096.100098,3161.000000,3161.000000,0
2019-02-01,3130.300049,3130.300049,3098.800049,3131.100098,3131.100098,0
2019-02-04,3066.699951,3092.199951,3066.699951,3087.000000,3087.000000,0
2019-02-05,3052.000000,3087.399902,3043.500000,3085.000000,3085.000000,0
2019-02-06,3047.800049,3111.399902,3047.800049,3048.000000,3048.000000,0
2019-02-07,3071.500000,3107.300049,3061.199951,3104.000000,3104.000000,0
2019-02-08,3058.600098,3115.199951,3058.600098,3115.000000,3115.000000,0
2019-02-11,3077.699951,3134.800049,3072.399902,3074.699951,3074.699951,0
2019-02-12,3082.500000,3138.500000,3082.500000,3136.000000,3136.000000,0
2019-02-13,3082.199951,3136.899902,3082.199951,3124.000000,3124.000000,0
2019-02-14,3100.100098,3159.800049,3097.399902,3135.000000,3135.000000,0
2019-02-15,3090.199951,3149.100098,3090.199951,3149.000000,3149.000000,0
2019-02-18,3098.399902,3129.699951,3090.000000,3131.000000,3131.000000,0
2019-02-19,3096.600098,3131.500000,3090.899902,3129.699951,3129.699951,0
2019-02-20,3071.500000,3115.899902,3071.500000,3114.000000,3114.000000,0
2019-02-21,3069.699951,3121.399902,3065.800049,3109.000000,3109.000000,0
2019-02-22,3115.699951,3122.399902,3079.899902,3122.000000,3122.000000,0
2019-02-25,3077.399902,3101.800049,3064.800049,3079.000000,3079.000000,0
2019-02-26,3065.399902,3103.100098,3061.300049,3097.600098,3097.600098,0
2019-02-27,3053.899902,3079.500000,3040.300049,3079.000000,3079.000000,0
2019-02-28,3045.000000,3078.399902,3026.500000,3069.000000,3069.000000,0
2019-03-01,3039.199951,3091.000000,3037.199951,3080.000000,3080.000000,0
2019-03-04,3041.600098,3094.000000,3041.600098,3094.000000,3094.000000,0
2019-03-05,3051.600098,3098.000000,3051.600098,3091.199951,3091.199951,0
2019-03-06,3060.199951,3103.699951,3054.899902,3095.000000,3095.000000,0
2019-03-07,3052.899902,3115.600098,3052.899902,3103.699951,3103.699951,0
2019-03-08,3093.899902,3163.100098,3093.899902,3115.600098,3115.600098,0
2019-03-11,3095.000000,3167.600098,3095.000000,3091.699951,3091.699951,0
2019-03-12,3125.100098,3177.199951,3125.100098,3177.000000,3177.000000,0
2019-03-13,3123.699951,3154.300049,3103.699951,3147.000000,3147.000000,0
2019-03-14,3097.199951,3147.800049,3097.199951,3144.000000,3144.000000,0
2019-03-15,3100.100098,3140.500000,3098.199951,3140.000000,3140.000000,0
2019-03-18,3097.199951,3120.000000,3097.199951,3120.000000,3120.000000,0
2019-03-19,3081.000000,3101.399902,3081.000000,3081.699951,3081.699951,0
2019-03-20,3058.100098,3096.300049,3052.199951,3096.000000,3096.000000,0
2019-03-21,3033.899902,3090.000000,3033.899902,3087.300049,3087.300049,0
2019-03-22,3050.000000,3128.500000,3044.300049,3086.000000,3086.000000,0
2019-03-25,3046.800049,3129.600098,3046.800049,3038.899902,3038.899902,0
2019-03-26,3085.199951,3144.899902,3085.199951,3126.000000,3126.000000,0
2019-03-27,3100.399902,3189.899902,3100.399902,3153.699951,3153.699951,0
2019-03-28,3120.100098,3189.899902,3120.100098,3194.500000,3194.500000,0
2019-03-29,3130.500000,3181.100098,3130.500000,3189.500000,3189.500000,0
2019-04-01,3132.800049,3173.500000,3132.800049,3183.500000,3183.500000,0
2019-04-02,3151.000000,3151.000000,3098.199951,3143.199951,3143.199951,0
2019-04-03,3097.199951,3144.100098,3097.199951,3139.399902,3139.399902,0
2019-04-04,3101.199951,3130.000000,3079.000000,3121.000000,3121.000000,0
2019-04-05,3080.600098,3129.000000,3080.600098,3130.899902,3130.899902,0
2019-04-08,3087.800049,3116.800049,3080.000000,3122.000000,3122.000000,0
2019-04-09,3076.600098,3113.300049,3070.500000,3113.000000,3113.000000,0
2019-04-10,3074.199951,3113.000000,3058.800049,3113.000000,3113.000000,0
2019-04-11,3058.600098,3104.500000,3052.800049,3093.000000,3093.000000,0
2019-04-12,3057.699951,3118.100098,3057.699951,3058.000000,3058.000000,0
2019-04-15,3079.000000,3129.500000,3071.000000,3074.600098,3074.600098,0
2019-04-16,3072.399902,3165.699951,3072.399902,3135.800049,3135.800049,0
2019-04-17,3161.000000,3161.000000,3119.899902,3160.000000,3160.000000,0
2019-04-18,3122.899902,3156.000000,3113.500000,3164.699951,3164.699951,0
2019-04-19,3118.800049,3156.000000,3118.800049,3153.000000,3153.000000,0
2019-04-22,3116.000000,3150.100098,3116.000000,3146.000000,3146.000000,0
2019-04-23,3112.300049,3180.699951,3112.300049,3148.300049,3148.300049,0
2019-04-24,3119.899902,3211.899902,3119.899902,3178.300049,3178.300049,0
2019-04-25,3151.500000,3235.800049,3151.500000,3214.300049,3214.300049,0
2019-04-26,3176.399902,3233.300049,3176.399902,3233.000000,3233.000000,0
2019-04-29,3185.600098,3251.100098,3183.899902,3181.899902,3181.899902,0
2019-04-30,3175.300049,3250.500000,3175.300049,3249.300049,3249.300049,0
2019-05-01,3206.500000,3250.000000,3206.500000,3234.600098,3234.600098,0
2019-05-02,3210.500000,3261.399902,3186.399902,3228.699951,3228.699951,0
2019-05-03,3195.100098,3256.000000,3195.100098,3262.000000,3262.000000,0
2019-05-06,3203.500000,3258.500000,3192.899902,3240.199951,3240.199951,0
2019-05-07,3192.100098,3287.500000,3192.100098,3251.500000,3251.500000,0
2019-05-08,3213.100098,3298.699951,3213.100098,3288.600098,3288.600098,0
2019-05-09,3258.300049,3308.000000,3249.199951,3291.000000,3291.000000,0
2019-05-10,3240.699951,3282.000000,3232.300049,3274.000000,3274.000000,0
2019-05-13,3231.399902,3293.300049,3229.199951,3278.800049,3278.800049,0
2019-05-14,3229.699951,3303.000000,3229.699951,3301.000000,3301.000000,0
2019-05-15,3267.699951,3291.800049,32.000000,3284.600098,3284.600098,0
