Date,Open,High,Low,Close,Adj Close,Volume
2019-06-14,52.180000,52.980000,51.700001,52.509998,52.509998,945024
2019-06-16,null,null,null,null,null,null
2019-06-17,52.500000,52.740002,51.580002,51.930000,51.930000,574229
2019-06-18,51.950001,54.310001,51.500000,53.900002,53.900002,397868
2019-06-19,54.090000,54.419998,53.279999,53.759998,53.759998,181640
2019-06-20,54.119999,57.020000,54.110001,56.650002,56.650002,122838
2019-06-21,57.259998,57.980000,56.660000,57.430000,57.430000,854514
2019-06-23,null,null,null,null,null,null
2019-06-24,57.720001,58.220001,56.750000,57.900002,57.900002,676047
2019-06-25,57.740002,58.840000,57.200001,57.830002,57.830002,597164
2019-06-26,58.840000,59.930000,58.650002,59.380001,59.380001,673140
2019-06-27,59.270000,59.730000,58.610001,59.430000,59.430000,686817
2019-06-28,59.220001,59.799999,57.750000,58.470001,58.470001,531405
2019-06-30,null,null,null,null,null,null
2019-07-01,59.270000,60.279999,58.340000,59.090000,59.090000,556101
2019-07-02,59.139999,59.430000,56.090000,56.250000,56.250000,674887
2019-07-03,null,null,null,null,null,null
2019-07-05,57.380001,57.820000,56.290001,57.509998,57.509998,600131
2019-07-07,null,null,null,null,null,null
2019-07-08,57.770000,58.459999,57.299999,57.660000,57.660000,698015
2019-07-09,57.560001,59.099998,57.290001,57.830002,57.830002,540861
2019-07-10,58.400002,60.529999,58.349998,60.430000,60.430000,551872
2019-07-11,60.439999,60.939999,60.139999,60.200001,60.200001,690656
2019-07-12,60.459999,60.740002,59.930000,60.209999,60.209999,573019
2019-07-14,null,null,null,null,null,null
2019-07-15,60.250000,60.919998,59.200001,59.580002,59.580002,469029
2019-07-16,59.259998,60.060001,57.070000,57.619999,57.619999,566818
2019-07-17,57.520000,58.360001,56.209999,56.779999,56.779999,712540
2019-07-18,56.599998,57.320000,54.720001,55.299999,55.299999,504432
2019-07-19,55.720001,56.360001,54.990002,55.630001,55.630001,215361
2019-07-21,null,null,null,null,null,null
2019-07-22,56.220001,56.840000,55.720001,56.220001,56.220001,105217
2019-07-23,56.169998,57.470001,55.740002,56.770000,56.770000,619483
2019-07-24,57.230000,57.639999,55.330002,55.880001,55.880001,521876
2019-07-25,55.900002,56.990002,55.810001,56.020000,56.020000,745248
2019-07-26,55.930000,56.570000,55.680000,56.200001,56.200001,559282
2019-07-28,null,null,null,null,null,null
2019-07-29,56.200001,57.099998,55.810001,56.869999,56.869999,476785
2019-07-30,57.070000,58.470001,56.959999,58.049999,58.049999,529742
2019-07-31,58.340000,58.820000,57.810001,58.580002,58.580002,547401
2019-08-01,57.849998,57.990002,53.590000,53.950001,53.950001,614001
2019-08-02,54.540001,56.049999,54.150002,55.660000,55.660000,886748
2019-08-04,null,null,null,null,null,null
2019-08-05,55.380001,55.610001,54.220001,54.689999,54.689999,739810
2019-08-06,54.950001,55.419998,53.290001,53.630001,53.630001,823844
2019-08-07,53.419998,53.770000,50.520000,51.090000,51.090000,682794
2019-08-08,52.330002,53.060001,51.939999,52.540001,52.540001,1063214
2019-08-09,52.880001,54.919998,52.369999,54.500000,54.500000,724762
2019-08-11,null,null,null,null,null,null
2019-08-12,54.320000,55.180000,53.540001,54.930000,54.930000,726386
2019-08-13,54.730000,57.470001,54.209999,57.099998,57.099998,611027
2019-08-14,56.740002,56.849998,53.970001,55.230000,55.230000,783486
2019-08-15,54.900002,55.330002,53.770000,54.470001,54.470001,718293
2019-08-16,54.740002,55.669998,54.259998,54.869999,54.869999,527866
2019-08-18,null,null,null,null,null,null
2019-08-19,54.959999,56.410000,54.840000,56.209999,56.209999,168345
2019-08-20,56.099998,56.599998,55.279999,56.340000,56.340000,113571
2019-08-21,56.049999,57.130001,55.549999,55.680000,55.680000,659258
2019-08-22,55.939999,56.459999,54.849998,55.349998,55.349998,704035
2019-08-23,55.349998,55.599998,53.240002,54.169998,54.169998,621573
2019-08-25,null,null,null,null,null,null
2019-08-26,53.250000,55.259998,52.959999,53.639999,53.639999,807151
2019-08-27,53.759998,55.720001,53.689999,54.930000,54.930000,679022
2019-08-28,55.709999,56.750000,55.340000,55.779999,55.779999,596624
2019-08-29,55.880001,56.889999,55.430000,56.709999,56.709999,674048
2019-08-30,56.630001,56.720001,54.549999,55.099998,55.099998,630760
2019-09-01,null,null,null,null,null,null
2019-09-03,55.000000,55.240002,52.840000,53.939999,53.939999,708268
2019-09-04,53.919998,56.580002,53.840000,56.259998,56.259998,970804
2019-09-05,55.950001,57.759998,55.750000,56.299999,56.299999,682298
2019-09-06,56.189999,56.950001,54.830002,56.520000,56.520000,712466
2019-09-08,null,null,null,null,null,null
2019-09-09,56.799999,58.160000,56.580002,57.849998,57.849998,714294
2019-09-10,58.029999,58.759998,57.200001,57.400002,57.400002,646993
2019-09-11,57.889999,58.299999,55.610001,55.750000,55.750000,755472
2019-09-12,55.930000,56.340000,54.000000,55.090000,55.090000,858772
2019-09-13,55.150002,55.680000,54.439999,54.849998,54.849998,845977
2019-09-15,null,null,null,null,null,null
2019-09-16,61.480000,63.380001,58.770000,62.900002,62.900002,599470
2019-09-17,61.959999,62.590000,58.459999,59.340000,59.340000,1404916
2019-09-18,58.810001,59.430000,57.669998,58.110001,58.110001,993237
2019-09-19,58.200001,59.540001,58.009998,58.130001,58.130001,216961
2019-09-20,58.650002,59.099998,57.790001,58.090000,58.090000,112327
2019-09-22,null,null,null,null,null,null
2019-09-23,59.250000,59.389999,57.369999,58.639999,58.639999,576019
2019-09-24,58.439999,58.490002,56.689999,57.290001,57.290001,526785
2019-09-25,56.700001,57.020000,55.549999,56.490002,56.490002,591529
2019-09-26,56.689999,56.840000,55.410000,56.410000,56.410000,563550
2019-09-27,56.509998,56.759998,54.750000,55.910000,55.910000,599653
2019-09-29,null,null,null,null,null,null
2019-09-30,56.540001,56.570000,53.980000,54.070000,54.070000,712966
2019-10-01,54.279999,54.840000,53.049999,53.619999,53.619999,532522
2019-10-02,54.000000,54.419998,52.169998,52.639999,52.639999,589176
2019-10-03,52.470001,52.910000,50.990002,52.450001,52.450001,590306
2019-10-04,52.290001,53.349998,52.040001,52.810001,52.810001,642466
2019-10-06,null,null,null,null,null,null
2019-10-07,52.689999,54.060001,52.590000,52.750000,52.750000,541104
2019-10-08,52.810001,53.270000,51.810001,52.630001,52.630001,549019
2019-10-09,52.570000,53.740002,52.310001,52.590000,52.590000,658324
2019-10-10,52.689999,53.970001,51.380001,53.549999,53.549999,632666
2019-10-11,53.880001,54.930000,53.639999,54.700001,54.700001,613944
2019-10-13,null,null,null,null,null,null
2019-10-14,54.900002,54.900002,52.770000,53.590000,53.590000,467643
2019-10-15,53.509998,53.790001,52.389999,52.810001,52.810001,467643
2019-10-16,52.919998,53.740002,52.520000,53.360001,53.360001,511249
2019-10-17,52.990002,54.160000,52.619999,53.930000,53.930000,451643
2019-10-18,54.090000,54.619999,53.349998,53.779999,53.779999,418422
2019-10-20,null,null,null,null,null,null
2019-10-21,53.709999,54.029999,52.709999,53.310001,53.310001,174477
2019-10-22,53.389999,54.619999,53.099998,54.160000,54.160000,95979
2019-10-23,54.299999,56.070000,53.619999,55.970001,55.970001,506573
2019-10-24,55.900002,56.509998,55.410000,56.230000,56.230000,620202
2019-10-25,56.070000,56.740002,55.599998,56.660000,56.660000,480764
2019-10-27,null,null,null,null,null,null
2019-10-28,56.650002,56.919998,55.580002,55.810001,55.810001,445020
2019-10-29,55.799999,55.910000,54.610001,55.540001,55.540001,437020
2019-10-30,55.529999,55.730000,54.419998,55.060001,55.060001,521457
2019-10-31,54.900002,55.590000,53.709999,54.180000,54.180000,659328
2019-11-01,54.150002,56.330002,54.070000,56.200001,56.200001,677419
2019-11-03,null,null,null,null,null,null
2019-11-04,56.410000,57.430000,55.830002,56.540001,56.540001,538117
2019-11-05,56.560001,57.500000,56.299999,57.230000,57.230000,580350
2019-11-06,57.259998,57.849998,56.110001,56.349998,56.349998,435319
2019-11-07,56.349998,57.880001,56.270000,57.150002,57.150002,623258
2019-11-08,57.080002,57.480000,55.759998,57.240002,57.240002,678165
2019-11-10,null,null,null,null,null,null
2019-11-11,57.400002,57.400002,56.250000,56.860001,56.860001,636941
2019-11-12,56.889999,57.549999,56.540001,56.799999,56.799999,498981
2019-11-13,56.790001,57.529999,56.200001,57.119999,57.119999,586568
2019-11-14,57.389999,57.790001,56.630001,56.770000,56.770000,547635
2019-11-15,56.910000,57.970001,56.430000,57.720001,57.720001,516832
2019-11-17,null,null,null,null,null,null
2019-11-18,57.880001,58.090000,56.549999,57.049999,57.049999,375993
2019-11-19,56.900002,57.110001,55.040001,55.209999,55.209999,159328
2019-11-20,55.160000,57.250000,54.759998,57.110001,57.110001,121214
2019-11-21,57.000000,58.669998,56.599998,58.580002,58.580002,674891
2019-11-22,58.310001,58.740002,57.500000,57.770000,57.770000,593533
2019-11-24,null,null,null,null,null,null
2019-11-25,57.919998,58.150002,57.209999,58.009998,58.009998,508244
2019-11-26,57.919998,58.560001,57.759998,58.410000,58.410000,420642
2019-11-27,58.270000,58.680000,57.509998,58.110001,58.110001,443816
2019-11-29,null,null,null,null,null,null
2019-12-01,null,null,null,null,null,null
2019-12-02,55.470001,56.669998,55.419998,55.959999,55.959999,718724
2019-12-03,55.959999,56.799999,55.349998,56.099998,56.099998,616423
2019-12-04,56.430000,58.660000,56.279999,58.430000,58.430000,560554
2019-12-05,58.360001,59.119999,58.099998,58.430000,58.430000,760541
2019-12-06,58.320000,59.849998,57.700001,59.200001,59.200001,649461
2019-12-08,null,null,null,null,null,null
2019-12-09,59.110001,59.250000,58.230000,59.020000,59.020000,679609
2019-12-10,58.919998,59.520000,58.520000,59.240002,59.240002,511561
2019-12-11,59.060001,59.220001,58.110001,58.759998,58.759998,566822
2019-12-12,58.880001,59.720001,58.750000,59.180000,59.180000,589650
2019-12-13,59.360001,60.480000,59.270000,60.070000,60.070000,530851
2019-12-15,null,null,null,null,null,null
2019-12-16,59.869999,60.340000,59.709999,60.209999,60.209999,512288
2019-12-17,60.230000,61.060001,60.029999,60.939999,60.939999,347395
2019-12-18,60.549999,61.180000,60.320000,60.930000,60.930000,163744
2019-12-19,60.860001,61.470001,60.790001,61.220001,61.220001,131071
2019-12-20,61.110001,61.200001,60.020000,60.439999,60.439999,426341
2019-12-22,null,null,null,null,null,null
2019-12-23,60.410000,60.770000,60.099998,60.520000,60.520000,552517
2019-12-24,null,null,null,null,null,null
2019-12-26,61.200001,61.830002,61.060001,61.680000,61.680000,204535
2019-12-27,61.730000,61.970001,61.240002,61.720001,61.720001,265091
2019-12-29,null,null,null,null,null,null
2019-12-30,61.709999,62.340000,61.090000,61.680000,61.680000,351899
